GUID,Name,Description,CVSS3.0,Network Zone,Exploit Code Maturity,Actively Exploited,Patch Available,Dark Web References,Risk Score,Risk Severity
6c36bc6a-16c0-4902-90af-59af8cd51427,CVE-2023-36222,Cross Site Scripting vulnerability in mlogclub bbs-go v. 3.5.5. and before allows a remote attacker to execute arbitrary code via a crafted payload to the comment parameter in the article function.,1.4,internal,proof-of-concept,no,no,870,,
339802ef-2e26-43ef-99b0-ae51db5db815,CVE-2023-3622,Access Control Bypass Vulnerability in the SolarWinds Platform that allows an underprivileged user to read arbitrary resource,2.2,public facing,non-existent,no,yes,126,,
dc0c3da0-4018-4371-991c-101300d4d624,CVE-2023-3621,A vulnerability was found in IBOS OA 4.5.5. It has been classified as critical. Affected is the function createDeleteCommand of the file ?r=article/default/delete of the component Delete Packet. The manipulation leads to sql injection. It is possible to launch the attack remotely. The exploit has been disclosed to the public and may be used. VDB-233574 is the identifier assigned to this vulnerability. NOTE: The vendor was contacted early about this disclosure but did not respond in any way.,4,internal,proof-of-concept,no,no,160,,
045aa053-52aa-4be0-8c6c-7cce371f039e,CVE-2023-36201,An issue in JerryscriptProject jerryscript v.3.0.0 allows an attacker to obtain sensitive information via a crafted script to the arrays.,6.1,internal,functional,no,no,301,,
5b7cc363-3848-422c-88b8-217ca654ceca,CVE-2023-3620,Cross-site Scripting (XSS) - Stored in GitHub repository amauric/tarteaucitron.js prior to v1.13.1.,7.7,internal,non-existent,yes,yes,103,,
2d96e23e-6fe8-4016-9d33-9fb3c364ad85,CVE-2023-36193,Gifsicle v1.9.3 was discovered to contain a heap buffer overflow via the ambiguity_error component at /src/clp.c.,2.4,internal,functional,no,yes,62,,
594636fa-d0f5-440a-a502-4a8cd599e6cc,CVE-2023-36192,Sngrep v1.6.0 was discovered to contain a heap buffer overflow via the function capture_ws_check_packet at /src/capture.c.,6.1,internal,non-existent,yes,no,913,,
e404ce47-293c-4f1e-beb9-cd65688f6a45,CVE-2023-36191,sqlite3 v3.40.1 was discovered to contain a segmentation violation at /sqlite3_aflpp/shell.c.,3.7,internal,non-existent,no,no,458,,
2d1996cc-d51b-4e14-b608-086a5007bd7a,CVE-2023-3619,A vulnerability was found in SourceCodester AC Repair and Services System 1.0 and classified as critical. This issue affects some unknown processing of the file Master.php?f=save_service of the component HTTP POST Request Handler. The manipulation of the argument id leads to sql injection. The attack may be initiated remotely. The identifier VDB-233573 was assigned to this vulnerability.,7,public facing,non-existent,yes,no,958,,
6b61fb21-a704-4c36-9801-624594eb535a,CVE-2023-36189,SQL injection vulnerability in langchain v.0.0.64 allows a remote attacker to obtain sensitive information via the SQLDatabaseChain component.,9.3,internal,proof-of-concept,yes,yes,706,,
5cec524d-3686-47f3-a0ba-83fa800dba20,CVE-2023-36188,An issue in langchain v.0.0.64 allows a remote attacker to execute arbitrary code via the PALChain parameter in the Python exec method.,4.2,public facing,non-existent,no,yes,767,,
7f293ae0-1064-4936-b4a5-9a8a3bfef67b,CVE-2023-36183,Buffer Overflow vulnerability in OpenImageIO v.2.4.12.0 and before allows a remote to execute arbitrary code and obtain sensitive information via a crafted file to the readimg function.,1.2,internal,non-existent,no,yes,779,,
b2e36447-b1f8-4d37-b8b0-5c565421f55d,CVE-2023-3618,"A flaw was found in libtiff. A specially crafted tiff file can lead to a segmentation fault due to a buffer overflow in the Fax3Encode function in libtiff/tif_fax3.c, resulting in a denial of service.",7.1,internal,functional,no,no,211,,
316bc279-2680-4b37-a339-3957accf53b4,CVE-2023-3617,A vulnerability was found in SourceCodester Best POS Management System 1.0. It has been classified as critical. This affects an unknown part of the file admin_class.php of the component Login Page. The manipulation of the argument username leads to sql injection. It is possible to initiate the attack remotely. The exploit has been disclosed to the public and may be used. The identifier VDB-233565 was assigned to this vulnerability.,9.7,internal,functional,no,yes,890,,
a2835de2-5ecd-4806-8a92-8b355c8a36d1,CVE-2023-36169,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was withdrawn by its CNA. Further investigation showed that it was not a security issue. Notes: none.,3.8,public facing,proof-of-concept,no,yes,57,,
6d859126-a534-42d8-80dd-b1a9b43acd07,CVE-2023-36168,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was withdrawn by its CNA. Further investigation showed that it was not a security issue. Notes: none.,7.4,internal,non-existent,no,no,223,,
a4a01000-4c37-406f-8581-c478b25e7aff,CVE-2023-36167,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was withdrawn by its CNA. Further investigation showed that it was not a security issue. Notes: none.,2.8,internal,functional,no,yes,466,,
ab24eab4-aa11-4ee6-a440-18cb3f1bd2dd,CVE-2023-36166,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was withdrawn by its CNA. Further investigation showed that it was not a security issue. Notes: none.,6.7,public facing,proof-of-concept,yes,yes,541,,
b2ab693d-63f0-4338-8b07-b08fc8ad59f5,CVE-2023-36165,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was withdrawn by its CNA. Further investigation showed that it was not a security issue. Notes: none.,6.9,public facing,proof-of-concept,yes,no,825,,
c4789169-5a89-46b8-8cf6-6b3be0673b02,CVE-2023-36164,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was withdrawn by its CNA. Further investigation showed that it was not a security issue. Notes: none.,3.9,internal,proof-of-concept,no,yes,153,,
940417c1-c480-4362-bb05-98349c0777d3,CVE-2023-36163,Cross Site Scripting vulnerability in IP-DOT BuildaGate v.BuildaGate5 allows a remote attacker to execute arbitrary code via a crafted script to the mc parameter of the URL.,5.2,internal,non-existent,no,no,926,,
43994446-2dac-4257-8e35-06d06310ad8b,CVE-2023-36162,Cross Site Request Forgery vulnerability in ZZCMS v.2023 alows a remote attacker to gain privileges via the add function in adminlist.php.,1.8,internal,non-existent,no,no,954,,
63ad3787-cdf6-4a65-a45c-c7e4aa697a51,CVE-2023-3615,Mattermost iOS app fails to properly validate the server certificate while initializing the TLS connection allowing a network attacker to intercept the WebSockets connection.,9,public facing,proof-of-concept,no,yes,938,,
dcc06609-6e41-4c7d-95ad-386bca2dadd3,CVE-2023-36146,A Stored Cross-Site Scripting (XSS) vulnerability was found in Multilaser RE 170 using firmware 2.2.6733.,6,internal,proof-of-concept,yes,yes,393,,
b88f86d7-5f4b-477e-aa3d-6ecfb8c16685,CVE-2023-36144,"An authentication bypass in Intelbras Switch SG 2404 MR in firmware 1.00.54 allows an unauthenticated attacker to download the backup file of the device, exposing critical information about the device configuration.",2.3,public facing,non-existent,yes,no,203,,
9b8e78cb-b99d-496a-8164-ead76d457009,CVE-2023-36143,"Maxprint Maxlink 1200G v3.4.11E has an OS command injection vulnerability in the ""Diagnostic tool"" functionality of the device.",1.2,internal,non-existent,yes,no,577,,
1a06a00f-bed4-4adf-a991-40087fc8b276,CVE-2023-3614,"Mattermost fails to properly validate a gif image file, allowing an attacker to consume a significant amount of server resources, making the server unresponsive for an extended period of time by linking to specially crafted image file.",3.7,internal,proof-of-concept,no,no,390,,
2ac18fe8-07d4-40f5-b74b-6a334f72b7da,CVE-2023-3613,Mattermost WelcomeBot plugin fails to to validate the membership status when inviting or adding users to channels allowing guest accounts to be added or invited to channels by default.,9.7,public facing,non-existent,yes,yes,108,,
d74219d7-5dca-4a05-bcf4-5ec04fb8553a,CVE-2023-36120,** REJECT ** DO NOT USE THIS CVE RECORD. ConsultIDs: none. Reason: This record was withdrawn by its CNA. Further investigation showed that it was not a security issue. Notes: none.,5.6,public facing,functional,no,no,870,,
cfeb4c1c-fda5-46c8-9888-b5858ee0a6b5,CVE-2023-36119,File upload vulnerability in PHPGurukul Online Security Guards Hiring System v.1.0 allows a remote attacker to execute arbitrary code via a crafted php file to the \osghs\admin\images file.,5.8,public facing,functional,no,no,144,,
c4affe94-59bb-47e5-b2c6-d31f9f44c145,CVE-2023-3611,An out-of-bounds write vulnerability in the Linux kernel's net/sched: sch_qfq component can be exploited to achieve local privilege escalation. The qfq_change_agg() function in net/sched/sch_qfq.c allows an out-of-bounds write because lmax is updated according to packet sizes without bounds checks. We recommend upgrading past commit 3e337087c3b5805fe0b8a46ba622a962880b5d64.,7.3,internal,functional,yes,no,729,,
a29648e7-32a1-453d-bab5-7f81eaf30e7c,CVE-2023-3610,A use-after-free vulnerability in the Linux kernel's netfilter: nf_tables component can be exploited to achieve local privilege escalation. Flaw in the error handling of bound chains causes a use-after-free in the abort path of NFT_MSG_NEWRULE. The vulnerability requires CAP_NET_ADMIN to be triggered. We recommend upgrading past commit 4bedf9eee016286c835e3d8fa981ddece5338795.,9.1,internal,non-existent,no,yes,189,,
307732c1-d2ac-4248-9928-0186536d3987,CVE-2023-36097,funadmin v3.3.2 and v3.3.3 are vulnerable to Insecure file upload via the plugins install.,8.3,public facing,non-existent,no,yes,801,,
ac6416da-4fcb-473d-bc8c-59f1ba8a548c,CVE-2023-36093,There is a storage type cross site scripting (XSS) vulnerability in the filing number of the Basic Information tab on the backend management page of EyouCMS v1.6.3,7.8,public facing,proof-of-concept,yes,yes,810,,
82bad707-eb77-4f61-9f16-c330d95c09a4,CVE-2023-3609,"A use-after-free vulnerability in the Linux kernel's net/sched: cls_u32 component can be exploited to achieve local privilege escalation. If tcf_change_indev() fails, u32_set_parms() will immediately return an error after incrementing or decrementing the reference counter in tcf_bind_filter(). If an attacker can control the reference counter and set it to zero, they can cause the reference to be freed, leading to a use-after-free vulnerability. We recommend upgrading past commit 04c55383fa5689357bcdd2c8036725a55ed632bc.",4.3,internal,functional,no,yes,112,,
1b69756c-8e12-4097-afdc-4e924e0035d7,CVE-2023-3608,A vulnerability was found in Ruijie BCR810W 2.5.10. It has been rated as critical. This issue affects some unknown processing of the component Tracert Page. The manipulation leads to os command injection. The attack may be initiated remotely. The exploit has been disclosed to the public and may be used. The identifier VDB-233477 was assigned to this vulnerability. NOTE: The vendor was contacted early about this disclosure but did not respond in any way.,5.5,internal,functional,no,no,985,,
a6d92cef-d611-4e01-9536-8255f13c3637,CVE-2023-3607,A vulnerability was found in kodbox 1.26. It has been declared as critical. This vulnerability affects the function Execute of the file webconsole.php.txt of the component WebConsole Plug-In. The manipulation leads to os command injection. The exploit has been disclosed to the public and may be used. The identifier of this vulnerability is VDB-233476. NOTE: The vendor was contacted early about this disclosure but did not respond in any way.,7.6,internal,non-existent,no,no,572,,
28a3a034-ab13-415f-9396-79a94caff252,CVE-2023-3606,A vulnerability was found in TamronOS up to 20230703. It has been classified as critical. This affects an unknown part of the file /api/ping. The manipulation of the argument host leads to os command injection. It is possible to initiate the attack remotely. The exploit has been disclosed to the public and may be used. The associated identifier of this vulnerability is VDB-233475. NOTE: The vendor was contacted early about this disclosure but did not respond in any way.,5.6,internal,non-existent,yes,yes,915,,
33c360d9-be11-43bb-894a-bdf6cfa8ad74,CVE-2023-36053,"In Django 3.2 before 3.2.20, 4 before 4.1.10, and 4.2 before 4.2.3, EmailValidator and URLValidator are subject to a potential ReDoS (regular expression denial of service) attack via a very large number of domain name labels of emails and URLs.",3.8,internal,proof-of-concept,yes,yes,857,,
49acbdaf-5cd5-488e-9977-07289693f34a,CVE-2023-3605,A vulnerability was found in PHPGurukul Online Shopping Portal 1.0. It has been declared as critical. Affected by this vulnerability is an unknown functionality of the component Registration Page. The manipulation leads to improper restriction of excessive authentication attempts. The attack can be launched remotely. The associated identifier of this vulnerability is VDB-233467.,3.1,public facing,proof-of-concept,yes,yes,786,,
1372a531-84e7-4074-9515-57190ad4fa52,CVE-2023-3603,"A missing allocation check in sftp server processing read requests may cause a NULL dereference on low-memory conditions. The malicious client can request up to 4GB SFTP reads, causing allocation of up to 4GB buffers, which was not being checked for failure. This will likely crash the authenticated user's sftp server connection (if implemented as forking as recommended). For thread-based servers, this might also cause DoS for legitimate users. Given this code is not in any released versions, no security releases have been issued.",4.4,internal,functional,yes,no,334,,
748ba246-ec23-4440-a81c-c2c0ac96562c,CVE-2023-36002,A missing authorization check in multiple URL validation endpoints of the Insider Threat Management Server enables an anonymous attacker on an adjacent network to smuggle content via DNS lookups. All versions before 7.14.3 are affected.,7.9,internal,non-existent,yes,yes,551,,
c28a1346-444c-446b-8616-0aa6833a223c,CVE-2023-36001,DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate is unused by its CNA. Notes: none.,5.1,internal,functional,yes,no,940,,
914dcbd7-c758-4b0c-8428-7fb075b10f4f,CVE-2023-36000,A missing authorization check in the MacOS agent configuration endpoint of the Insider Threat Management Server enables an anonymous attacker on an adjacent network to obtain sensitive information. Successful exploitation requires an attacker to first obtain a valid agent authentication token. All versions before 7.14.3 are affected.,6.2,public facing,proof-of-concept,no,yes,586,,
405ea344-2cf3-4621-85a9-d72dd7f27e82,CVE-2023-3600,"During the worker lifecycle, a use-after-free condition could have occured, which could have led to a potentially exploitable crash. This vulnerability affects Firefox < 115.0.2, Firefox ESR < 115.0.2, and Thunderbird < 115.0.1.",9.1,internal,non-existent,yes,no,371,,
2f6c4a99-ae1b-4268-bef9-2a5fb7df0d8b,CVE-2023-35999,DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate is unused by its CNA. Notes: none.,8.3,public facing,functional,yes,yes,757,,
26ecb395-2fc9-4f66-9749-887fbe5fa937,CVE-2023-35998,A missing authorization check in multiple SOAP endpoints of the Insider Threat Management Server enables an attacker on an adjacent network to read and write unauthorized objects. Successful exploitation requires an attacker to first obtain a valid agent authentication token. All versions before 7.14.3 are affected.,3.2,public facing,non-existent,no,yes,362,,
8323c33c-965a-4ded-ad5d-f52b3b880343,CVE-2023-35993,"A use-after-free issue was addressed with improved memory management. This issue is fixed in macOS Monterey 12.6.8, iOS 15.7.8 and iPadOS 15.7.8, iOS 16.6 and iPadOS 16.6, tvOS 16.6, macOS Big Sur 11.7.9, macOS Ventura 13.5, watchOS 9.6. An app may be able to execute arbitrary code with kernel privileges.",9.7,internal,proof-of-concept,yes,yes,922,,
7e7c7f89-10b4-4e81-9b71-e17f80bb5a4f,CVE-2023-3599,A vulnerability was found in SourceCodester Best Fee Management System 1.0. It has been rated as critical. Affected by this issue is the function save_user of the file admin_class.php of the component Add User Handler. The manipulation leads to improper access controls. The attack may be launched remotely. The exploit has been disclosed to the public and may be used. VDB-233450 is the identifier assigned to this vulnerability.,8.5,internal,proof-of-concept,yes,no,11,,
ef08d7dc-2e67-43ed-b351-d04eb682f59d,CVE-2023-35987,PiiGAB M-Bus contains hard-coded credentials which it uses for authentication.,5.6,public facing,non-existent,no,yes,368,,
e0e1c5ed-da68-4de4-b96a-b2a9d0631177,CVE-2023-35983,"This issue was addressed with improved data protection. This issue is fixed in macOS Monterey 12.6.8, macOS Ventura 13.5, macOS Big Sur 11.7.9. An app may be able to modify protected parts of the file system.",6.1,public facing,proof-of-concept,yes,yes,408,,
0210ff04-c7b5-4a5f-9a9c-a6ec670d034b,CVE-2023-35982,There are buffer overflow vulnerabilities in multiple underlying services that could lead to unauthenticated remote code execution by sending specially crafted packets destined to the PAPI (Aruba's access point management protocol) UDP port (8211). Successful exploitation of these vulnerabilities result in the ability to execute arbitrary code as a privileged user on the underlying operating system.,6.9,internal,non-existent,yes,yes,857,,
44cd6637-b4c3-4f30-b4c0-fb544e8b26d5,CVE-2023-35981,There are buffer overflow vulnerabilities in multiple underlying services that could lead to unauthenticated remote code execution by sending specially crafted packets destined to the PAPI (Aruba's access point management protocol) UDP port (8211). Successful exploitation of these vulnerabilities result in the ability to execute arbitrary code as a privileged user on the underlying operating system.,3.3,public facing,proof-of-concept,yes,yes,17,,
a1c9d640-14c8-483e-b647-b545aad66004,CVE-2023-35980,There are buffer overflow vulnerabilities in multiple underlying services that could lead to unauthenticated remote code execution by sending specially crafted packets destined to the PAPI (Aruba's access point management protocol) UDP port (8211). Successful exploitation of these vulnerabilities result in the ability to execute arbitrary code as a privileged user on the underlying operating system.,9.9,internal,functional,yes,yes,371,,
98493e4f-1412-422e-b7ed-1392b9610547,CVE-2023-3598,Out of bounds read and write in ANGLE in Google Chrome prior to 114.0.5735.90 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page. (Chromium security severity: High),5,internal,proof-of-concept,yes,yes,250,,
6e3c73de-cf53-4799-99e2-8f8c996f57f6,CVE-2023-35979,There is an unauthenticated buffer overflow vulnerability in the process controlling the ArubaOS web-based management interface. Successful exploitation of this vulnerability results in a Denial-of-Service (DoS) condition affecting the web-based management interface of the controller.,3.7,public facing,proof-of-concept,yes,no,297,,
59c1f993-fce8-4692-a722-6503ddc2dcd2,CVE-2023-35978,A vulnerability in ArubaOS could allow an unauthenticated remote attacker to conduct a reflected cross-site scripting (XSS) attack against a user of the web-based management interface. A successful exploit could allow an attacker to execute arbitrary script code in a victim's browser in the context of the affected interface.,2.1,public facing,functional,yes,yes,790,,
56a706ab-df25-4a4f-a14f-ecb806316c95,CVE-2023-35977,Vulnerabilities exist which allow an authenticated attacker to access sensitive information on the ArubaOS command line interface. Successful exploitation could allow access to data beyond what is authorized by the users existing privilege level.,8.1,internal,non-existent,yes,yes,491,,
44272244-1867-40ed-95c6-210d0747738c,CVE-2023-35976,Vulnerabilities exist which allow an authenticated attacker to access sensitive information on the ArubaOS command line interface. Successful exploitation could allow access to data beyond what is authorized by the users existing privilege level.,3.6,public facing,non-existent,yes,no,74,,
e63790e6-63ae-4d4d-8a38-bad1181d309d,CVE-2023-35975,An authenticated path traversal vulnerability exists in the ArubaOS command line interface. Successful exploitation of this vulnerability results in the ability to delete arbitrary files in the underlying operating system.,7.7,public facing,proof-of-concept,yes,yes,902,,
5a5b8065-fd38-47b9-9653-9e24ca7d27bf,CVE-2023-35974,Authenticated command injection vulnerabilities exist in the ArubaOS command line interface. Successful exploitation of these vulnerabilities result in the ability to execute arbitrary commands as a privileged user on the underlying operating system.,3.7,internal,non-existent,no,no,762,,
49578161-ba27-4a79-af17-0ca144d81f86,CVE-2023-35973,Authenticated command injection vulnerabilities exist in the ArubaOS command line interface. Successful exploitation of these vulnerabilities result in the ability to execute arbitrary commands as a privileged user on the underlying operating system.,9.3,internal,functional,yes,yes,369,,
6c816157-f22a-4334-ab76-df6b6d28d0bc,CVE-2023-35972,An authenticated remote command injection vulnerability exists in the ArubaOS web-based management interface. Successful exploitation of this vulnerability results in the ability to execute arbitrary commands as a privileged user on the underlying operating system. This allows an attacker to fully compromise the underlying operating system on the device running ArubaOS.,5.2,internal,functional,yes,yes,277,,
5c116b1a-dbb5-4605-bc3f-b56e04c27439,CVE-2023-35971,A vulnerability in the ArubaOS web-based management interface could allow an unauthenticated remote attacker to conduct a stored cross-site scripting (XSS) attack against a user of the interface. A successful exploit could allow an attacker to execute arbitrary script code in a victim's browser in the context of the affected interface.,4.6,public facing,functional,yes,no,311,,
980fadec-45f9-4239-be34-dae0ecddb05e,CVE-2023-3596,"Where this vulnerability exists in the Rockwell Automation 1756-EN4* Ethernet/IP communication products, it could allow a malicious user to cause a denial of service by asserting the target system through maliciously crafted CIP messages.",6.9,public facing,functional,no,no,942,,
be090aa3-fe38-4936-813c-a766064abe5c,CVE-2023-3595,"Where this vulnerability exists in the Rockwell Automation 1756 EN2* and 1756 EN3* ControlLogix communication products, it could allow a malicious user to perform remote code execution with persistence on the target system through maliciously crafted CIP messages. This includes the ability to modify, deny, and exfiltrate data passing through the device.",5.3,public facing,non-existent,no,no,247,,
c87a20bd-c99a-46e4-a356-db2cc13d3079,CVE-2023-35948,"Novu provides an API for sending notifications through multiple channels. Versions prior to 0.16.0 contain an open redirect vulnerability in the ""Sign In with GitHub"" functionality of Novu's open-source repository. It could have allowed an attacker to force a victim into opening a malicious URL and thus, potentially log into the repository under the victim's account gaining full control of the account. This vulnerability only affected the Novu Cloud and Open-Source deployments if the user manually enabled the GitHub OAuth on their self-hosted instance of Novu. Users should upgrade to version 0.16.0 to receive a patch.",4,public facing,non-existent,no,yes,682,,
2f596ff2-3950-4163-9c71-b78a506e3ec5,CVE-2023-35947,"Gradle is a build tool with a focus on build automation and support for multi-language development. In affected versions when unpacking Tar archives, Gradle did not check that files could be written outside of the unpack location. This could lead to important files being overwritten anywhere the Gradle process has write permissions. For a build reading Tar entries from a Tar archive, this issue could allow Gradle to disclose information from sensitive files through an arbitrary file read. To exploit this behavior, an attacker needs to either control the source of an archive already used by the build or modify the build to interact with a malicious archive. It is unlikely that this would go unnoticed. A fix has been released in Gradle 7.6.2 and 8.2 to protect against this vulnerability. Starting from these versions, Gradle will refuse to handle Tar archives which contain path traversal elements in a Tar entry name. Users are advised to upgrade. There are no known workarounds for this vulnerability. ### Impact This is a path traversal vulnerability when Gradle deals with Tar archives, often referenced as TarSlip, a variant of ZipSlip. * When unpacking Tar archives, Gradle did not check that files could be written outside of the unpack location. This could lead to important files being overwritten anywhere the Gradle process has write permissions. * For a build reading Tar entries from a Tar archive, this issue could allow Gradle to disclose information from sensitive files through an arbitrary file read. To exploit this behavior, an attacker needs to either control the source of an archive already used by the build or modify the build to interact with a malicious archive. It is unlikely that this would go unnoticed. Gradle uses Tar archives for its [Build Cache](https://docs.gradle.org/current/userguide/build_cache.html). These archives are safe when created by Gradle. But if an attacker had control of a remote build cache server, they could inject malicious build cache entries that leverage this vulnerability. This attack vector could also be exploited if a man-in-the-middle can be performed between the remote cache and the build. ### Patches A fix has been released in Gradle 7.6.2 and 8.2 to protect against this vulnerability. Starting from these versions, Gradle will refuse to handle Tar archives which contain path traversal elements in a Tar entry name. It is recommended that users upgrade to a patched version. ### Workarounds There is no workaround. * If your build deals with Tar archives that you do not fully trust, you need to inspect them to confirm they do not attempt to leverage this vulnerability. * If you use the Gradle remote build cache, make sure only trusted parties have write access to it and that connections to the remote cache are properly secured. ### References * [CWE-22: Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')](https://cwe.mitre.org/data/definitions/22.html) * [Gradle Build Cache](https://docs.gradle.org/current/userguide/build_cache.html) * [ZipSlip](https://security.snyk.io/research/zip-slip-vulnerability)",6.6,internal,non-existent,no,yes,411,,
f51e149f-b9c1-4b59-9152-1f1a66e2defb,CVE-2023-35946,"Gradle is a build tool with a focus on build automation and support for multi-language development. When Gradle writes a dependency into its dependency cache, it uses the dependency's coordinates to compute a file location. With specially crafted dependency coordinates, Gradle can be made to write files into an unintended location. The file may be written outside the dependency cache or over another file in the dependency cache. This vulnerability could be used to poison the dependency cache or overwrite important files elsewhere on the filesystem where the Gradle process has write permissions. Exploiting this vulnerability requires an attacker to have control over a dependency repository used by the Gradle build or have the ability to modify the build's configuration. It is unlikely that this would go unnoticed. A fix has been released in Gradle 7.6.2 and 8.2 to protect against this vulnerability. Gradle will refuse to cache dependencies that have path traversal elements in their dependency coordinates. It is recommended that users upgrade to a patched version. If you are unable to upgrade to Gradle 7.6.2 or 8.2, `dependency verification` will make this vulnerability more difficult to exploit.",9.5,internal,proof-of-concept,no,yes,337,,
db650417-14b2-41ac-9db0-7f46110cdac1,CVE-2023-35945,"Envoy is a cloud-native high-performance edge/middle/service proxy. Envoy&#8217;s HTTP/2 codec may leak a header map and bookkeeping structures upon receiving `RST_STREAM` immediately followed by the `GOAWAY` frames from an upstream server. In nghttp2, cleanup of pending requests due to receipt of the `GOAWAY` frame skips de-allocation of the bookkeeping structure and pending compressed header. The error return [code path] is taken if connection is already marked for not sending more requests due to `GOAWAY` frame. The clean-up code is right after the return statement, causing memory leak. Denial of service through memory exhaustion. This vulnerability was patched in versions(s) 1.26.3, 1.25.8, 1.24.9, 1.23.11.",7,public facing,proof-of-concept,no,no,345,,
4cfe26c0-cc63-45e9-9bb5-cabd26ca6b8f,CVE-2023-35944,"Envoy is an open source edge and service proxy designed for cloud-native applications. Envoy allows mixed-case schemes in HTTP/2, however, some internal scheme checks are case-sensitive. Prior to versions 1.27.0, 1.26.4, 1.25.9, 1.24.10, and 1.23.12, this can lead to the rejection of requests with mixed-case schemes such as `htTp` or `htTps`, or the bypassing of some requests such as `https` in unencrypted connections. With a fix in versions 1.27.0, 1.26.4, 1.25.9, 1.24.10, and 1.23.12, Envoy will now lowercase scheme values by default, and change the internal scheme checks that were case-sensitive to be case-insensitive. There are no known workarounds for this issue.",8.6,public facing,proof-of-concept,yes,no,632,,
76e83392-1bbd-48f7-94a3-bbe3e0334df5,CVE-2023-35943,"Envoy is an open source edge and service proxy designed for cloud-native applications. Prior to versions 1.27.0, 1.26.4, 1.25.9, 1.24.10, and 1.23.12, the CORS filter will segfault and crash Envoy when the `origin` header is removed and deleted between `decodeHeaders`and `encodeHeaders`. Versions 1.27.0, 1.26.4, 1.25.9, 1.24.10, and 1.23.12 have a fix for this issue. As a workaround, do not remove the `origin` header in the Envoy configuration.",5.7,public facing,non-existent,yes,yes,350,,
29871278-1fb7-4590-ab11-a75ea3a5c5d9,CVE-2023-35942,"Envoy is an open source edge and service proxy designed for cloud-native applications. Prior to versions 1.27.0, 1.26.4, 1.25.9, 1.24.10, and 1.23.12, gRPC access loggers using listener's global scope can cause a `use-after-free` crash when the listener is drained. Versions 1.27.0, 1.26.4, 1.25.9, 1.24.10, and 1.23.12 have a fix for this issue. As a workaround, disable gRPC access log or stop listener update.",9.6,internal,proof-of-concept,yes,yes,593,,
25b084dd-4e93-434b-963b-166356b06269,CVE-2023-35941,"Envoy is an open source edge and service proxy designed for cloud-native applications. Prior to versions 1.27.0, 1.26.4, 1.25.9, 1.24.10, and 1.23.12, a malicious client is able to construct credentials with permanent validity in some specific scenarios. This is caused by the some rare scenarios in which HMAC payload can be always valid in OAuth2 filter's check. Versions 1.27.0, 1.26.4, 1.25.9, 1.24.10, and 1.23.12 have a fix for this issue. As a workaround, avoid wildcards/prefix domain wildcards in the host's domain configuration.",6.8,internal,proof-of-concept,yes,no,221,,
8ad1b86a-4e27-4b61-9858-cf0ef2090bba,CVE-2023-35940,"GLPI is a free asset and IT management software package. Starting in version 9.5.0 and prior to version 10.0.8, an incorrect rights check on a file allows an unauthenticated user to be able to access dashboards data. Version 10.0.8 contains a patch for this issue.",8.5,internal,proof-of-concept,no,no,255,,
c7f224c3-f310-412b-9ff8-75e1a8df046c,CVE-2023-35939,"GLPI is a free asset and IT management software package. Starting in version 9.5.0 and prior to version 10.0.8, an incorrect rights check on a on a file accessible by an authenticated user (or not for certain actions), allows a threat actor to interact, modify, or see Dashboard data. Version 10.0.8 contains a patch for this issue.",6.8,public facing,proof-of-concept,no,no,844,,
4c2f0a23-b621-47cb-9803-ec9eae7cfbec,CVE-2023-35938,"Tuleap is a Free & Open Source Suite to improve management of software developments and collaboration. When switching from a project visibility that allows restricted users to `Private without restricted`, restricted users that are project administrators keep this access right. Restricted users that were project administrators before the visibility switch keep the possibility to access the project and do some administration actions. This issue has been resolved in Tuleap version 14.9.99.63. Users are advised to upgrade. There are no known workarounds for this issue.",7.3,public facing,proof-of-concept,no,no,599,,
b95052cd-7c79-454c-9f1a-fc0e54a9c759,CVE-2023-35937,"Metersphere is an open source continuous testing platform. In versions prior to 2.10.2 LTS, some key APIs in Metersphere lack permission checks. This allows ordinary users to execute APIs that can only be executed by space administrators or project administrators. For example, ordinary users can be updated as space administrators. Version 2.10.2 LTS has a patch for this issue.",7,internal,non-existent,yes,yes,942,,
